,key,translations,count
2292,sorcière,巫婆,2
2293,ASSASSIN,刺客,2
2294,noter,要注意,2
2295,timide,害羞的,2
2296,imprimer,打印,2
2297,tournure,捻,2
2298,apprêter,准备,2
2299,direct,直接的,2
2300,plonger,潜水,2
2301,éteindre,关,2
2302,basique,基本的,2
2303,cauchemar,恶梦,2
2304,cafarder,潜行,2
2305,cheville,踝,2
2306,adhésif,粘合剂,2
2307,emballage,包装,2
2308,guetter,观看,2
2309,hésitation,犹豫,2
2310,signal,信号,2
2311,boucle,环形,2
2312,dégouliner,滴,2
2313,redoubler,加倍,2
2314,Jeanne,珍妮,2
2315,Arc,弧,2
2316,tremblant,发抖,2
2317,jean,吉恩,2
2318,soulagement,宽慰,2
2319,animé,动画,2
2320,rouler,滚动,2
2321,ténèbre,黑暗,2
2322,entrepôt,仓库,2
2323,encombrer,阻碍,2
2324,pamplemousse,柚子,2
2325,compréhensible,可以理解的,2
2326,inconsciemment,不知不觉,2
2327,chagrin,懊恼,2
2328,cinquante,五十,2
2329,gorgée,啜,2
2330,métal,金属,2
2331,siffler,哨,2
2332,graffiti,涂鸦,2
2333,feutre,毛毡,2
2334,alentours,周围环境,2
2335,tarte,塔特,2
2336,goutte,降低,2
2337,lâcheté,怯懦,2
2338,pencher,倾斜,2
2339,jouir,享受,2
2340,détecteur,探测器,2
2341,retentir,回响,2
2342,ben,本,2
2343,élection,选举,2
2344,sourd,聋,2
2345,clin,临床,2
2346,injuste,不公平,2
2347,entrouvrir,半开,2
2348,climatisation,冷气机,2
2349,chaleur,热,2
2350,manche,一些,2
2351,ouverture,开幕,2
2352,dégueulasse,恶心的,2
2353,reproche,责备,2
2354,excitant,令人兴奋的,2
2355,abasourdir,击晕,2
2356,invisible,无形的,2
2357,show,展示,2
2358,jupe,裙子,2
2359,boule,滚球,2
2360,association,协会,2
2361,consigne,命令,2
2362,porte-bonheur,幸运符,2
2363,allier,盟友,2
2364,importun,不受欢迎,2
2365,abri,庇护所,2
2366,refuge,避难所,2
2367,surface,表面,2
2368,bol,他是,2
2369,bêtement,愚蠢地,2
2370,fac,面,2
2371,courber,弯曲,2
2372,vulgaire,庸俗,2
2373,info,信息,2
2374,confectionner,制作,2
2375,puce,芯片,2
2376,origine,起源,2
2377,cerveau,脑,2
2378,impliquer,涉及,2
2379,punition,惩罚,2
2380,brillant,明亮的,2
2381,affreux,可怕,2
2382,attaquer,处理,2
2383,honteux,羞愧,2
2384,cirque,马戏团,2
2385,dieu,迪厄,2
2386,effrayant,可怕的,2
2387,concevoir,设计,2
2388,dissimulation,隐瞒,2
2389,compensation,赔偿,2
2390,moral,道德,2
2391,formellement,正式地,2
2392,lessive,洗衣店,2
2393,microbe,微生物,2
2394,pleuvoir,雨,2
2395,confortablement,舒适地,2
2396,inouï,闻所未闻,2
2397,délicat,精美的,2
2398,vénérer,崇敬,2
2399,cracher,吐,2
2400,promesse,承诺,2
2401,chou,丑,2
2402,crème,奶油,2
2403,prévenance,体贴,2
2404,adorable,可爱的,2
2405,bavarder,聊天,2
2406,déployer,部署,2
2407,couver,孵化,2
2408,maternel,母亲的,2
2409,précieux,宝贵的,2
2410,magnifique,华丽的,2
2411,arrière,后退,2
2412,Kiyoko,清子,2
2413,justifier,证明合法,2
2414,assurance,保证,2
2415,position,位置,2
2416,racine,拉辛,2
2417,fatigué,疲劳,2
2418,prise,奖,2
2419,piqûre,刺,2
2420,dystonie,肌张力障碍,2
2421,neurovégétatif,植物神经的,2
2422,fast,快速地,2
2423,food,食物,2
2424,restaurant,餐厅,2
2425,salir,出去,2
2426,obsession,痴迷,2
2427,hygiène,卫生,2
2428,nôtre,我们的,2
2429,siège,座位,2
2430,pie,馅饼,2
2431,dictionnaire,字典,2
2432,croquette,炸丸子,2
2433,viande,肉,2
2434,évolution,进化,2
2435,tranquilliser,镇静,2
2436,plateau,高原,2
2437,armure,盔甲,2
2438,libérer,发布,2
2439,paire,一对,2
2440,fissure,裂缝,2
2441,gratter,划痕,2
2442,rugissement,吼,2
2443,fauve,野猫,2
2444,horreur,恐怖,2
2445,nylon,尼龙,2
2446,crâne,颅骨,2
2447,repérer,点,2
2448,dizaine,十,2
2449,bander,帮派,2
2450,vendre,卖,2
2451,rasoir,剃须刀,2
2452,dessous,下,2
2453,sanguin,血,2
2454,capricieux,任性,2
2455,éclairer,照亮,2
2456,intensément,强烈地,2
2457,feindre,假装,2
2458,piquer,刺,2
2459,otaku,御宅族,2
2460,humanitaire,人道主义的,2
2461,remarquable,杰出的,2
2462,compliment,赞扬,2
2463,doué,天才,2
2464,ver,版本,2
2465,critique,批判,2
2466,infériorité,自卑,2
2467,prétentieux,自命不凡的,2
2468,comparer,比较,2
2469,maximum,最大限度,2
2470,olé,奥莱,2
2471,mitrailleuse,机枪,2
2472,trouille,放克,2
2473,tiroir,抽屉,2
2474,Hum,哼,2
2475,tripoter,小提琴,2
2476,annuler,取消,2
2477,bordure,边框,2
2478,espace,空间,2
2479,stratégique,战略,2
2480,frite,炒,2
2481,toper,礼帽,2
2482,sceller,海豹,2
2483,introduire,介绍,2
2484,nuage,云,2
2485,séparer,分开,2
2486,museau,枪口,2
2487,start,开始,2
2488,poussière,灰尘,2
2489,fêter,庆祝,2
2490,miette,屑,2
2491,Saint-,圣-,2
2492,Valentin,瓦伦丁,2
2493,portrait,肖像,2
2494,ouvre-ler,打开它,2
2495,zut,祖特,2
2496,balancer,平衡器,2
2497,mépris,鄙视,2
2498,foirer,搞乱,2
2499,accidentellement,偶然,2
2500,agitation,搅动,2
2501,toit,托伊特,2
2502,transformer,变压器,2
2503,"		
",,2
2504,survivre,存活,2
2505,froidement,冷冷地,2
2506,tas,那,2
2507,raccrocher,挂断,2
2508,calmement,平静地,2
2509,habituellement,通常,2
2510,honnêtement,诚实地,2
2511,immobile,不动的,2
2512,ravaler,吞,2
2513,vision,想象,2
2514,obsèque,葬礼,2
2515,zyeuter,齐耶特,2
2516,ciel,夏尔,2
2517,vaste,固定的,2
2518,-en,-在,2
2519,fugue,赋格曲,2
2520,connerie,废话,2
2521,panneau,符号,2
2522,visuel,视觉的,2
2523,pourvoir,提供,2
2524,miroir,镜子,2
2525,crasseux,污秽,2
2526,paradis,天堂,2
2527,arracher,撕掉,2
2528,décoller,脱掉,2
2529,bactériologique,细菌学的,2
2530,arrêt,停止,2
2531,transpiration,蒸腾作用,2
2532,mépriser,讨厌,2
2533,couette,棉被,2
2534,rage,愤怒,2
2535,frêle,脆弱,2
2536,illusion,错觉,2
2537,micro,微,2
2538,disserter,论述,2
2539,citer,去引用,2
2540,Dostoïevski,陀思妥耶夫斯基,2
2541,qu,那,2
2542,saute,炒,2
2543,compris,明白了,2
2544,conte,故事,2
2545,inculquer,谆谆教诲,2
2546,théorème,定理,2
2547,sévère,严重,2
2548,autrui,其他的,2
2549,creux,空洞的,2
2550,doctorat,博士生,2
2551,tragédie,悲剧,2
2552,bus,公共汽车,2
2553,boîtier,住房,2
2554,cesse,停止,2
2555,thèse,论文,2
2556,9,9,2
2557,planter,播种机,2
2558,traitement,治疗,2
2559,aussitôt,马上,2
2560,divorce,离婚,2
2561,épouser,结婚,2
2562,client,客户,2
2563,identique,完全相同的,2
2564,nullement,绝不,2
2565,solitaire,纸牌,2
2566,clientèle,客户群,2
2567,poster,海报,2
2568,lien,留置权,2
2569,perfection,完美,2
2570,commenter,评论者,2
2571,appliquer,申请,2
2572,pause,暂停,2
2573,vol,卷,2
2574,écart,差距,2
2575,outil,工具,2
2576,assister,协助,2
2577,imprégner,浸透，渗透,2
2578,exécution,执行,2
2579,insulter,侮辱,2
2580,manifestement,明显地,2
2581,composant,成分,2
2582,suspicieux,可疑的,2
2583,lamentablement,很遗憾,2
2584,calculer,计算,2
2585,pleurnicher,抱怨,2
2586,retrouvaille,团圆,2
2587,découverte,发现,2
2588,crétin,克雷坦,2
2589,teinture,染色,2
2590,artifice,技巧,2
2591,cata,卡塔,2
2592,conne,愚蠢的,2
2593,lune,月形,2
2594,délire,谵妄,2
2595,fortement,强烈地,2
2596,homicide,杀人,2
2597,frigo,冰箱,2
2598,final,最终的,2
2599,évidence,证据,2
2600,éloigné,遥远,2
2601,Jun,君,2
2602,bâtiment,建筑,2
2603,lacté,乳白色,2
2604,séminaire,研讨会,2
2605,ha,哈,2
2606,Quatre,四,2
2607,étrangler,扼杀,2
2608,seringue,注射器,2
2609,vôtre,你的,2
2610,atroce,残暴的,2
2611,théorie,理论,2
2612,détruire,破坏,2
2613,SACERDOCE,祭司职分,1
2614,grognement,咆哮,1
2615,pilot,飞行员,1
2616,quotidiennement,日常的,1
2617,ose,或者,1
2618,global,全球的,1
2619,dérangement,骚乱,1
2620,intestinal,肠,1
2621,désignation,指定,1
2622,aléatoire,随机的,1
2623,numéroter,数字,1
2624,rat,鼠,1
2625,a-,A-,1
2626,nerveux,紧张的,1
2627,aimable,种类,1
2628,neutraliser,中和,1
2629,pornographique,色情,1
2630,Gakken,学研,1
2631,trafic,交通,1
2632,intense,激烈的,1
2633,pertinent,相关的,1
2634,vocable,学期,1
2635,indépendance,独立,1
2636,gratos,感激的,1
2637,rarement,很少,1
2638,cher,谢尔,1
2639,carrière,职业,1
2640,romantique,浪漫的,1
2641,postuler,申请,1
2642,natal,纳塔尔,1
2643,su,是,1
2644,cycle,循环,1
2645,universitaire,大学,1
2646,restituer,恢复,1
2647,douteux,疑,1
2648,préjudice,偏见,1
2649,cadre,干部,1
2650,méritoire,有功绩的,1
2651,Tanaka,田中,1
2652,ricanement,冷笑,1
2653,stage,阶段,1
2654,sept,九月,1
2655,Maekawa,前川,1
2656,expédient,权宜,1
2657,illégal,非法的,1
2658,misère,苦难,1
2659,diplôme,文凭,1
2660,virage,转动,1
2661,frôler,刷子,1
2662,rôder,徘徊,1
2663,Monde,世界报,1
2664,Abe,安倍,1
2665,auxquelles,到哪个,1
2666,bonnement,简单地,1
2667,autosatisfaction,自我满足,1
2668,condescendance,居高临下,1
2669,transcendant,超越的,1
2670,maltraiter,虐待,1
2671,épingle,别针,1
2672,martyr,烈士,1
2673,roi,投资回报率,1
2674,resservir,补充装,1
2675,centrer,中心,1
2676,mutuel,相互的,1
2677,courageux,勇敢的,1
2678,Terre,特雷,1
2679,entraider,互相帮助,1
2680,patati,土豆,1
2681,patata,土豆,1
2682,politiquement,政治上,1
2683,projecteur,投影仪,1
2684,extraverti,外向的,1
2685,messagerie,消息传递,1
2686,indu,印度,1
2687,proportion,部分,1
2688,M’,米’,1
2689,précipiter,沉淀,1
2690,cliché,陈词滥调,1
2691,plainte,抱怨,1
2692,flairer,闻,1
2693,embrouille,混淆,1
2694,obligation,义务,1
2695,masculin,男性,1
2696,faciliter,促进,1
2697,évaluation,评估,1
2698,isolé,孤立,1
2699,impasse,僵局,1
2700,submerger,压倒,1
2701,destinataire,接受者,1
2702,rassurant,令人安心的,1
2703,suspendre,暂停,1
2704,Isaka,艾萨克,1
2705,couple,夫妻,1
2706,infecté(e,已感染,1
2707,immunodéficience,免疫缺陷,1
2708,dithyrambique,酒神的,1
2709,ému(e,情绪 (e,1
2710,rémunération,报酬,1
2711,simpliste,简单化的,1
2712,résumé,恢复,1
2713,touchant,接触,1
2714,réflexe,反射,1
2715,répulsion,排斥力,1
2716,Hamazaki,滨崎,1
2717,mètre,仪表,1
2718,toux,咳嗽,1
2719,éternuement,喷嚏,1
2720,moustique,蚊子,1
2721,désoler,对不起,1
2722,contracter,合同,1
2723,ciller,眨,1
2724,dévaster,蹂躏,1
2725,immense,巨大,1
2726,redemander,再问一遍,1
2727,avorter,中止,1
2728,avortement,流产,1
2729,hémophile,血友病患者,1
2730,catégoriquement,断然地,1
2731,carrément,彻头彻尾,1
2732,buter,邻接,1
2733,perpétuellement,永远地,1
2734,pestiféré,困扰,1
2735,alien,外星人,1
2736,persécuter,迫害,1
2737,discrimination,歧视,1
2738,porteuse,载体,1
2739,jurer,发誓,1
2740,quelques-,一些-,1
2741,sagement,明智地,1
2742,mini-serviette,迷你毛巾,1
2743,éponge,海绵,1
2744,socquette,索凯特,1
2745,peigne,梳子,1
2746,cro,克罗,1
2747,comptoir,柜台,1
2748,chocopine,巧克力碱,1
2749,moue,袖子,1
2750,habit,习惯,1
2751,fléchir,柔性,1
2752,inflexible,不灵活的,1
2753,gâter,破坏,1
2754,700,700,1
2755,séance,降神会,1
2756,relayer,中继,1
2757,inquiet,担心,1
2758,17,17 号,1
2759,enjamber,爬过,1
2760,palissade,栅栏,1
2761,détendu,轻松,1
2762,bassin,盆地,1
2763,pompier,消防队员,1
2764,incendie,火,1
2765,frictionner,擦,1
2766,inspecter,检查,1
2767,truffe,诈骗,1
2768,témoigner,见证，证明,1
2769,hospitalisation,住院治疗,1
2770,coquin,淘气,1
2771,surveillance,监视,1
2772,paisible,平静的,1
2773,expier,赎罪,1
2774,Nishio,西尾,1
2775,accéder,访问,1
2776,saouler,醉,1
2777,rite,仪式,1
2778,enivrer,醉人,1
2779,absorber,吸收器,1
2780,saoûl,萨乌尔,1
2781,responsabiliser,承担责任,1
2782,proclamer,宣布,1
2783,fichu,该死,1
2784,mansuétude,宽大,1
2785,voter,选民,1
2786,redressement,回转,1
2787,mythe,神话,1
2788,jurisprudence,法理,1
2789,opérer,操作,1
2790,renversement,逆转,1
2791,90,90,1
2792,15,15,1
2793,réforme,改革,1
2794,2001,2001年,1
2795,incarcération,监禁,1
2796,décrire,描述,1
2797,Sone,曾根,1
2798,divinité,神,1
2799,grec,希腊语,1
2800,Séléné,塞勒涅,1
2801,dédoublement,分裂,1
2802,vertu,韦尔图,1
2803,extrapoler,推断,1
2804,bienfait,做得好,1
2805,médiatique,媒体,1
2806,psychologie,心理学,1
2807,pudiquement,谦虚地,1
2808,voile,面纱,1
2809,semer,母猪,1
2810,germe,拉伸,1
2811,fascination,魅力,1
2812,hors-la-loi,取缔,1
2813,diffuser,扩散器,1
2814,réseau,网络,1
2815,flouter,模糊,1
2816,p’,p’,1
2817,tit,山雀,1
2818,con,骗局,1
2819,bouse,布斯,1
2820,poétique,诗意的,1
2821,judicieux,明智的,1
2822,ironiquement,讽刺地,1
2823,truie,球衣,1
2824,intello,书呆子,1
2825,rêveur,梦想家,1
2826,peindre,作画,1
2827,moustache,胡子,1
2828,ride,骑,1
2829,caricature,漫画,1
2830,laid,铺设,1
2831,personnifier,拟人化,1
2832,hideux,可怕,1
2833,pincette,镊子,1
2834,représenter,代表,1
2835,ivre,醉,1
2836,renommée,名声,1
2837,gloire,荣耀,1
2838,demoiselle,女士,1
2839,réintégrer,重新融入,1
2840,sévèrement,严重,1
2841,T.,T。,1
2842,enquête,调查,1
2843,expérimentation,实验,1
2844,déménager,搬迁,1
2845,scolariser,学校,1
2846,circulaire,圆,1
2847,émaner,发出,1
2848,enjoindre,责成,1
2849,stocker,储料器,1
2850,conserver,保持,1
2851,corde,绳索,1
2852,référer,参考,1
2853,intimité,隐私,1
2854,balançoire,摇摆,1
2855,quatorze,十四,1
2856,cendre,灰,1
2857,maîtresse,情妇,1
2858,brûler,烧伤,1
2859,encens,香,1
2860,paisiblement,平静地,1
2861,culpabiliser,责备,1
2862,décharger,卸下,1
2863,rechange,空闲的,1
2864,cuillère,勺子,1
2865,jouet,玩具,1
2866,bonbon,饼干,1
2867,niche,利基,1
2868,abîmer,损害,1
2869,prodiguer,奢侈的,1
2870,filet,菲力牛排,1
2871,aboutir,达到,1
2872,soupeser,称重,1
2873,doublure,衬垫,1
2874,transparence,透明度,1
2875,bobinage,绕线,1
2876,maîtriser,掌握,1
2877,bruyant,嘈杂,1
2878,y.,y。,1
2879,biologie,生物学,1
2880,intriguer,阴谋,1
2881,errant,错误的,1
2882,timidement,胆怯地,1
2883,filmer,电影,1
2884,éperdre,支线,1
2885,gothique,哥特,1
2886,instituteur,老师,1
2887,modeler,模型师,1
2888,mi-juin,六月中旬,1
2889,ustensile,工具,1
2890,cuir,添加,1
2891,méfiant,不信任的,1
2892,grenouille,青蛙,1
2893,araignée,蜘蛛,1
2894,pluie,雨,1
2895,condensateur,电容器,1
2896,légère,光,1
2897,statique,静止的,1
2898,acquit,开释,1
2899,baratin,演讲,1
2900,critiquer,批评,1
2901,accueil,欢迎,1
2902,formulaire,形式,1
2903,affichage,展示,1
2904,inscription,题词,1
2905,30,30,1
2906,lieue,联盟,1
2907,superviser,监督,1
2908,propriétaire,所有者,1
2909,châtaigne,板栗,1
2910,description,描述,1
2911,technologie,技术,1
2912,ingénieur,工程师,1
2913,adorablement,可爱,1
2914,crainte,害怕,1
2915,supervision,监督,1
2916,gouverneur,州长,1
2917,questionner,质疑,1
2918,fleur,芙蓉,1
2919,convocation,召集,1
2920,taser,泰瑟枪,1
2921,béotien,维奥蒂安,1
2922,sous-jacent,潜在的,1
2923,conforter,舒适,1
2924,alarmer,警报,1
2925,science-,科学-,1
2926,juge,法官,1
2927,domaine,域名,1
2928,calcul,加尔各答,1
2929,célébrité,名人,1
2930,désagrément,不便,1
2931,chevalier,骑士,1
2932,habilement,熟练地,1
2933,naïveté,天真的,1
2934,ser,成为,1
2935,vice,副,1
2936,encenser,香,1
2937,remise,折扣,1
2938,capitale,首都,1
2939,tordre,捻,1
2940,anti-criminalité,反犯罪,1
2941,robot,机器人,1
2942,septembre,九月,1
2943,empoisonner,毒,1
2944,ampleur,震级,1
2945,silencieux,沉默的,1
2946,uni,大学,1
2947,étonnement,惊讶,1
2948,inopiné,意外,1
2949,favorablement,有利,1
2950,déroulement,展开,1
2951,convenable,合适的,1
2952,susceptible,易受影响的,1
2953,autoriser,允许,1
2954,débutant,初学者,1
2955,assouplissement,松弛,1
2956,housse,覆盖,1
2957,diviser,划分,1
2958,spécifique,具体的,1
2959,attaque,攻击,1
2960,lasser,厌倦,1
2961,malingre,病态的,1
2962,kyasha,克亚莎,1
2963,amer,阿米尔,1
2964,option,选项,1
2965,relancer,重新启动,1
2966,quinze,十五,1
2967,continu,继续,1
2968,avant-,前卫-,1
2969,novembre,十一月,1
2970,f,F,1
2971,d.,d.,1
2972,caractéristique,特征,1
2973,artistique,艺术的,1
2974,foudroyant,闪电,1
2975,exagération,夸张,1
2976,champion,冠军,1
2977,passe,过去,1
2978,stagnation,停滞,1
2979,collier,科利尔,1
2980,pente,画,1
2981,palier,降落,1
2982,trimestriel,季刊,1
2983,peloton,主车群,1
2984,carabiner,登山扣,1
2985,postillonner,波斯蒂隆纳,1
2986,encercler,圆圈,1
2987,soumission,提交,1
2988,23,23,1
2989,bretelle,背带,1
2990,bonhomme,同胞,1
2991,vigueur,活力,1
2992,irascible,暴躁,1
2993,finement,精细地,1
2994,incalculable,不可估量,1
2995,mésaventure,不幸的冒险,1
2996,tripler,三倍,1
2997,voltage,电压,1
2998,impatience,不耐烦,1
2999,candidature,候选人资格,1
3000,générer,产生,1
3001,escompter,折扣,1
3002,approuver,批准,1
3003,complémentaire,补充,1
3004,enceinte,孕,1
3005,dissimuler,隐藏,1
3006,ouvre-le,打开它,1
3007,crépuscule,黄昏,1
3008,savourer,享受,1
3009,est-elle,她是吗,1
3010,haie,树篱,1
3011,basculer,摔倒,1
3012,occurrence,发生,1
3013,extatique,欣喜若狂,1
3014,tirade,长篇大论,1
3015,dévoué,奉献的,1
3016,dédommagement,赔偿,1
3017,reconstituer,重建,1
3018,mesurer,措施,1
3019,cordon,警戒线,1
3020,alimentation,食物,1
3021,dénudé,裸,1
3022,interpeller,质疑,1
3023,gâcher,破坏,1
3024,acquitter,开释,1
3025,inculpation,收费,1
3026,sursis,苏西斯,1
3027,jadis,以前,1
3028,subtil,微妙的,1
3029,saveur,味道,1
3030,élémentaire,初级,1
3031,handicap,障碍,1
3032,carence,不足,1
3033,zinc,锌,1
3034,fer,费,1
3035,conditionner,条件,1
3036,liquide,液体,1
3037,Sakura,樱花,1
3038,nomiya,宫,1
3039,souhait,希望,1
3040,prudent,谨慎,1
3041,discret,慎重,1
3042,fructueux,成功的,1
3043,mi-mars,米马尔斯,1
3044,II,二,1
3045,martyre,殉难,1
3046,actuel,当前的,1
3047,volatiliser,挥发剂,1
3048,irresponsable,不负责任的,1
3049,assumer,假设,1
3050,mûr,墙,1
3051,irréaliste,不切实际,1
3052,ceci,切西,1
3053,aura,光环,1
3054,fondre,熔化,1
3055,opaque,不透明,1
3056,provocation,挑衅,1
3057,agréable,令人愉快的,1
3058,théâtral,戏剧,1
3059,allusion,典故,1
3060,well,出色地,1
3061,Well,出色地,1
3062,disant,说,1
3063,titulaire,持有者,1
3064,préjugé,偏见,1
3065,abstenir,弃权,1
3066,confronter,面对,1
3067,spontanéité,自发性,1
3068,franchise,特许经营权,1
3069,reluire,闪耀,1
3070,idéalisme,唯心主义,1
3071,craie,粉笔,1
3072,pont,桥,1
3073,rela,关系,1
3074,tivement,主动地,1
3075,répugnance,反感,1
3076,stagnant,停滞的,1
3077,permanent,永恒的,1
3078,suffocant,窒息,1
3079,reportage,报告文学,1
3080,matinal,早晨,1
3081,favoriser,赞成,1
3082,mini-bibliothèque,迷你图书馆,1
3083,usager,用户,1
3084,patte,爪子,1
3085,canard,鸭式,1
3086,Shiho,志保,1
3087,bienveillant,关怀,1
3088,recul,撤退,1
3089,étagère,架子,1
3090,bibliothèque,图书馆,1
3091,bible,圣经,1
3092,Matthieu,马蒂厄,1
3093,chapitre,章节,1
3094,balance,平衡,1
3095,catastrophe,灾难,1
3096,suggestion,建议,1
3097,Kenta,健太,1
3098,rebondir,弹跳,1
3099,découragement,灰心丧气,1
3100,piéger,陷阱,1
3101,recopier,复制,1
3102,barrière,障碍,1
3103,éplucher,剥,1
3104,oignon,洋葱,1
3105,Othello,奥赛罗,1
3106,lamenter,哀叹,1
3107,aplomb,沉着,1
3108,concentrer,重点,1
3109,incompétence,无能,1
3110,acquiescement,默认,1
3111,réapparaître,再现,1
3112,vu,视觉,1
3113,promotion,晋升,1
3114,égide,宙斯盾,1
3115,traite,条约,1
3116,généraliser,概括,1
3117,câble,电缆,1
3118,lugubre,惨淡,1
3119,bas-fond,低背景,1
3120,ration,配给,1
3121,manifeste,显现,1
3122,Yumi,由美,1
3123,gêné,尴尬的,1
3124,réconfort,舒适,1
3125,éclaboussure,溅,1
3126,apostropher,撇号,1
3127,indirectement,间接地,1
3128,ç’,C',1
3129,maillot,球衣,1
3130,remporter,赢,1
3131,compétition,竞赛,1
3132,boulot,工作,1
3133,organisation,组织,1
3134,star,星星,1
3135,chaleureusement,热烈地,1
3136,bénéficier,益处,1
3137,rechigner,犹豫,1
3138,chansonnette,小曲,1
3139,only,仅有的,1
3140,number,数字,1
3141,fredonner,哼,1
3142,fournir,提供,1
3143,finale,结局,1
3144,issue,问题,1
3145,bassine,盆地,1
3146,coéquipier,队友,1
3147,remplaçant,代替,1
3148,match,匹配,1
3149,éloge,称赞,1
3150,évacuer,清除,1
3151,abreuver,水,1
3152,sensiblement,明显地,1
3153,raccourcir,缩短,1
3154,entrebâiller,恩特雷巴伊勒,1
3155,mécontentement,不满意,1
3156,spontané,自发的,1
3157,ressaisir,通力合作,1
3158,avait-,有-,1
3159,ren,任,1
3160,poisseux,黏,1
3161,déferler,涌,1
3162,infiltrer,浸润,1
3163,ricaner,冷笑,1
3164,tiers,等级,1
3165,h.,H。,1
3166,justification,理由,1
3167,superflu,多余,1
3168,indigne,不值得的,1
3169,serein,安详,1
3170,idéau,主意,1
3171,élevé,瞳孔,1
3172,rein,缰绳,1
3173,évoluer,发展,1
3174,baissé,降低,1
3175,arbitraire,随意的,1
3176,indigner,暴行,1
3177,blâme,责备,1
3178,dénonciation,谴责,1
3179,Europe,欧洲,1
3180,dater,日期,1
3181,dégoulinant,滴水,1
3182,ramasser,捡起,1
3183,minorité,少数民族,1
3184,châ,查,1
3185,timent,他们很害怕,1
3186,céleste,天上的,1
3187,sanction,制裁,1
3188,aver,断言,1
3189,samedi,周六,1
3190,Yukari,由香里,1
3191,art,艺术,1
3192,Sōki,索基,1
3193,0,0,1
3194,survoler,徘徊,1
3195,renouveler,更新,1
3196,chausson,拖鞋,1
3197,extrêmement,极其,1
3198,exaction,勒索,1
3199,indirect,间接,1
3200,vitesse,维塞斯,1
3201,communication,沟通,1
3202,esclave,奴隶,1
3203,marrer,笑,1
3204,saucissonner,香肠,1
3205,sort,种类,1
3206,défier,挑战,1
3207,transe,发呆,1
3208,malsain,不良,1
3209,jouissif,令人愉快的,1
3210,saint,圣,1
3211,foule,人群,1
3212,traître,叛徒,1
3213,imprécation,诅咒,1
3214,enserrer,括,1
3215,décréter,法令,1
3216,immobiliser,固定住,1
3217,ceinturer,腰带,1
3218,centimètre,厘米,1
3219,débattre,讨论,1
3220,scoop,舀,1
3221,missile,导弹,1
3222,garer,公园,1
3223,parking,停車處,1
3224,déplier,展开,1
3225,brandir,挥舞,1
3226,réverbère,路灯,1
3227,reculer,向后移动,1
3228,prélèvement,征收,1
3229,replier,折叠,1
3230,replacer,替代者,1
3231,panier,篮子,1
3232,quinzaine,两星期,1
3233,agglomération,集聚,1
3234,inhabité,无人,1
3235,entasser,补习班,1
3236,moite,除了,1
3237,sauna,桑拿,1
3238,vertébral,脊椎,1
3239,rangement,贮存,1
3240,raisonnable,合理的,1
3241,envelopper,裹,1
3242,plastique,塑料,1
3243,pointage,分数,1
3244,incinérer,焚化,1
3245,avantage,优势,1
3246,luminol,鲁米诺,1
3247,amie,阿米,1
3248,ombre,奥布尔,1
3249,pommette,颧骨,1
3250,œdème,浮肿,1
3251,brûlant,燃烧,1
3252,anneau,戒指,1
3253,entamer,开始,1
3254,dévisager,盯,1
3255,parapluie,伞,1
3256,indélébile,不可磨灭,1
3257,Coucou,布谷鸟,1
3258,prévision,预报,1
3259,sifflet,哨,1
3260,impassible,冷漠的,1
3261,moqueur,嘲笑者,1
3262,hurlement,嗥,1
3263,tacler,解决,1
3264,ensanglanter,恩桑格兰特,1
3265,héroïne,海洛因,1
3266,maîtrise,精通,1
3267,manipuler,操纵,1
3268,connasse,母狗,1
3269,afficher,展示,1
3270,justicier,义务警员,1
3271,bafouer,蔑视,1
3272,hypocrite,伪君子,1
3273,rentraire,返回,1
3274,redire,重复,1
3275,mi-juillet,七月中旬,1
3276,senseur,传感器,1
3277,capter,捕获,1
3278,rythme,步伐,1
3279,Pii,皮伊,1
3280,exagérer,夸大,1
3281,gain,获得,1
3282,redéclencher,重新触发,1
3283,désormais,今后,1
3284,écrasant,压碎,1
3285,orientation,方向,1
3286,dépôt,订金,1
3287,fierté,自豪,1
3288,avant-dernier,在最后之前,1
3289,tremper,浸泡,1
3290,sueur,汗,1
3291,écrit,埃克里特,1
3292,saluer,迎接,1
3293,alentour,周围环境,1
3294,spectateur,观众,1
3295,conduire,驾车,1
3296,émérite,技能的,1
3297,enquêter,调查,1
3298,précis,准确的,1
3299,tragique,悲惨,1
3300,incident,事件,1
3301,planer,刨床,1
3302,inévitable,不可避免的,1
3303,magie,魔法,1
3304,soupçonneux,可疑的,1
3305,trompette,喇叭,1
3306,inspecteur,检查员,1
3307,contrariété,矛盾性,1
3308,expulser,驱逐,1
3309,spectacle,奇观,1
3310,ôter,去除,1
3311,reflet,反射,1
3312,égotisme,自我主义,1
3313,rassembler,收集,1
3314,collection,收藏,1
3315,Tadao,忠雄,1
3316,prêter,借,1
3317,multiplication,乘法,1
3318,Mizu,根源,1
3319,ho,到,1
3320,raccourci,捷径,1
3321,no,不,1
3322,aho,我,1
3323,folle,很多,1
3324,allié,盟友,1
3325,III,三、,1
3326,Obon,向下,1
3327,mi-août,八月中旬,1
3328,27,27,1
3329,aurore,黎明,1
3330,méditer,幽思,1
3331,contrition,忏悔,1
3332,curiosité,好奇心,1
3333,matricide,弑母,1
3334,parricide,弑父,1
3335,rare,稀有的,1
3336,écho,回声,1
3337,sourcil,眉,1
